FID,OBJECTID,Struct_ID,Source_ID,FR_TOT,AEP_TOT,SV_TOT,FDP_TOT,R_SCORE,SHAPE_Length,SHAPE_Area,lat,lon
0,0,158727,158727,0,0,,0,0,0.000464641,1.21138E-08,39.71961872,-105.045399
1,1,157256,157256,44,90,,7.4,47.76,0.000443504,1.04426E-08,39.718793,-105.0430398
2,2,152931,152931,0,0,,0,0,0.000491086,1.25585E-08,39.71569267,-105.0447704
3,3,153173,153173,0,0,,0,0,0.000533015,1.63353E-08,39.71583187,-105.0447952
4,4,150522,150522,0,0,,0,0,0.000546183,1.67298E-08,39.71423601,-105.0435171
5,5,150812,150812,0,0,,0,0,0.000548917,1.49736E-08,39.71437437,-105.0435177
6,6,160866,160866,0,0,,0,0,0.000358826,7.01702E-09,39.72083745,-105.0381527
7,7,160352,160352,0,0,,0,0,0.000358453,6.88209E-09,39.72057876,-105.0387582
8,8,159778,159778,20,2,,16.8,11.52,0.00039695,8.29445E-09,39.72021388,-105.0387478
9,9,159259,159259,44,70,,48.4,56.16,0.000521848,1.4396E-08,39.71992436,-105.0394286
10,10,159787,159787,0,0,,0,0,0.000510429,1.35183E-08,39.72019729,-105.0394308
11,11,159537,159537,20,0,,16.8,10.72,0.000409499,8.7757E-09,39.72010628,-105.0399908
12,12,159370,159370,20,0,,16.8,10.72,0.00047527,8.9581E-09,39.72000365,-105.040626
13,13,159848,159848,0,0,,0,0,0.00040841,8.20616E-09,39.72026253,-105.0406245
14,14,159209,159209,20,5,,23.2,15.28,0.000525551,1.29625E-08,39.71991352,-105.0411927
15,15,159478,159478,0,0,,0,0,0.00057238,1.88701E-08,39.7200558,-105.0418211
16,16,159188,159188,0,0,,0,0,0.00068123,1.54407E-08,39.71991681,-105.042461
17,17,159195,159195,0,0,,0,0,0.000425739,9.45767E-09,39.71991251,-105.042791
18,18,157177,157177,50,99,,48.4,68.96,0.000426945,1.01983E-08,39.71872743,-105.0447434
19,19,157587,157587,20,2,,16.8,11.52,0.000456323,1.10121E-08,39.71893748,-105.0442529
20,20,158674,158674,0,0,,0,0,0.000473674,1.11047E-08,39.71955356,-105.0435125
21,21,157869,157869,20,35,,23.2,27.28,0.000508896,1.14628E-08,39.71910636,-105.0430431
22,22,156811,156811,70,99,,10.6,57.84,0.000423291,8.88546E-09,39.71843137,-105.0430336
23,23,157355,157355,44,55,,11,35.2,0.000445256,1.08782E-08,39.71881592,-105.0423892
24,24,158063,158063,50,60,,11,38.4,0.000498222,1.26679E-08,39.71921687,-105.0423861
25,25,158297,158297,44,55,,11,35.2,0.000426659,1.08483E-08,39.71933577,-105.042371
26,26,158565,158565,20,35,,33.6,31.44,0.000544632,1.60576E-08,39.71947668,-105.0423901
27,27,158677,158677,20,20,,31.2,24.48,0.000599054,1.77121E-08,39.71955888,-105.0417811
28,28,158496,158496,20,50,,33.6,37.44,0.000658148,2.07101E-08,39.71943479,-105.0412335
29,29,157999,157999,44,70,,11,41.2,0.000415941,9.23606E-09,39.71917804,-105.0418363
30,30,158246,158246,44,65,,60,58.8,0.00044165,1.00231E-08,39.71929462,-105.0418242
31,31,158702,158702,70,90,,19.6,57.84,0.000488975,8.51732E-09,39.7195979,-105.0405944
32,32,158385,158385,70,90,,21.2,58.48,0.000443737,8.18445E-09,39.71938744,-105.0405757
33,33,158142,158142,60,75,,12.2,46.88,0.000517676,1.55412E-08,39.71922104,-105.0406242
34,34,157636,157636,70,80,,69.6,73.84,0.000593782,1.55322E-08,39.71896826,-105.0406223
35,35,157409,157409,70,90,,86,84.4,0.00054369,1.38328E-08,39.71883728,-105.0406465
36,36,158693,158693,50,60,,58.8,57.52,0.000493893,1.2155E-08,39.71956427,-105.0399821
37,37,156750,156750,0,0,,0,0,0.000487749,1.18346E-08,39.71834351,-105.0394089
38,38,157220,157220,44,55,,56.4,53.36,0.000385789,8.31298E-09,39.7187625,-105.0394398
39,39,158708,158708,60,65,,68.4,65.36,0.000476969,1.20009E-08,39.71956358,-105.0387334
40,40,157077,157077,0,0,,0,0,0.000494047,1.27036E-08,39.71861319,-105.0390067
41,41,158272,158272,50,65,,58.8,59.52,0.000564622,1.32126E-08,39.71930695,-105.038247
42,42,157973,157973,20,40,,4.4,21.76,0.000615729,1.78139E-08,39.71914378,-105.0382367
43,43,157603,157603,20,45,,31.6,34.64,0.000458552,1.08516E-08,39.71893502,-105.0382578
44,44,157185,157185,20,15,,23.2,19.28,0.000434842,9.18976E-09,39.71872289,-105.0382573
45,45,157056,157056,0,0,,28,11.2,0.000452292,1.11879E-08,39.71860577,-105.0382313
46,46,155502,155502,0,0,,0,0,0.000518152,1.36285E-08,39.71742687,-105.0442143
47,47,155708,155708,0,0,,0,0,0.000341768,7.27953E-09,39.71758623,-105.0442091
48,48,155883,155883,0,0,,0,0,0.000425611,1.12222E-08,39.71771208,-105.0441941
49,49,155370,155370,20,2,,16.8,11.52,0.000601479,1.34843E-08,39.7173639,-105.0435654
50,50,154701,154701,20,45,,4.4,23.76,0.000551294,1.38571E-08,39.71695761,-105.0430198
51,51,155945,155945,20,15,,4.4,11.76,0.00050153,1.37802E-08,39.71775123,-105.0430161
52,52,156348,156348,60,80,,70.4,72.16,0.000465969,1.34285E-08,39.71797944,-105.042602
53,53,156321,156321,60,75,,14.2,47.68,0.000600745,1.72898E-08,39.71799682,-105.0424073
54,54,155688,155688,20,15,,31.2,22.48,0.000449564,9.9407E-09,39.7175676,-105.0424224
55,55,155464,155464,0,0,,0,0,0.000463826,1.19594E-08,39.71740829,-105.0411769
56,56,155711,155711,20,15,,23.2,19.28,0.00066986,1.61509E-08,39.71756517,-105.0411449
57,57,155242,155242,0,0,,0,0,0.000458869,8.97319E-09,39.71727128,-105.0411688
58,58,152278,152278,0,0,,0,0,0.000550406,1.68325E-08,39.71528862,-105.0453434
59,59,152280,152280,20,25,,4.4,15.76,0.000553298,1.67651E-08,39.71528245,-105.0447882
60,60,153367,153367,0,0,,0,0,0.000511575,1.32464E-08,39.71596825,-105.0447724
61,61,153352,153352,0,0,,0,0,0.000470036,9.66483E-09,39.71597927,-105.0441614
62,62,153998,153998,0,0,,0,0,0.000375574,8.53971E-09,39.71635726,-105.0441949
63,63,154039,154039,70,98,,21.2,61.68,0.000492136,1.1951E-08,39.71636286,-105.043403
64,64,151636,151636,20,35,,31.2,30.48,0.000343454,7.13733E-09,39.71478143,-105.0442033
65,65,150553,150553,0,0,,0,0,0.000483794,1.17231E-08,39.71426792,-105.0440346
66,66,150630,150630,20,2,,16.8,11.52,0.000436548,8.2231E-09,39.71428069,-105.0451048
67,67,149347,149347,0,0,,0,0,0.000343206,6.8439E-09,39.71363414,-105.0454722
68,68,164429,164429,0,0,,0,0,0.000601996,2.00657E-08,39.72270514,-105.0223108
69,69,137873,137873,0,0,,0,0,0.00065865,2.14855E-08,39.70715846,-105.0471223
70,70,137034,137034,20,25,,4.4,15.76,0.000464681,1.28331E-08,39.70680337,-105.0483712
71,71,136059,136059,20,5,,23.2,15.28,0.000671404,1.69024E-08,39.7062905,-105.0467667
72,72,135387,135387,0,0,,0,0,0.000574056,1.87032E-08,39.70597792,-105.0462342
73,73,135846,135846,20,25,,6.4,16.56,0.000407344,9.16651E-09,39.70623825,-105.0471527
74,74,135429,135429,20,15,,31.2,22.48,0.000370566,7.59276E-09,39.70605248,-105.0472398
75,75,134733,134733,0,0,,0,0,0.000382792,7.99714E-09,39.70560712,-105.0483676
76,76,134700,134700,0,0,,0,0,0.000431896,1.13194E-08,39.70557981,-105.0469723
77,77,134726,134726,0,0,,0,0,0.000380537,8.29476E-09,39.70560646,-105.046794
78,78,135302,135302,50,75,,58.8,63.52,0.000428278,1.14325E-08,39.70596584,-105.0488039
79,79,136015,136015,20,30,,33.6,29.44,0.000474211,1.22252E-08,39.70630139,-105.0488506
80,80,135749,135749,50,75,,58.8,63.52,0.000441206,1.13017E-08,39.70618352,-105.0491736
81,81,138396,138396,0,0,,0,0,0.000438251,1.04464E-08,39.70750843,-105.0488123
82,82,138380,138380,20,15,,23.2,19.28,0.000409939,9.9788E-09,39.70750989,-105.0491625
83,83,136900,136900,20,20,,4.4,13.76,0.000401462,9.57993E-09,39.70675255,-105.0488002
84,84,136543,136543,20,1,,16.8,11.12,0.000537361,1.30422E-08,39.70655827,-105.0492653
85,85,135995,135995,20,0,,2,4.8,0.000613112,1.9547E-08,39.70627924,-105.0499681
86,86,135874,135874,20,0,,2,4.8,0.000537106,1.58486E-08,39.70623625,-105.050198
87,87,135648,135648,0,0,,0,0,0.000506434,1.58812E-08,39.70614812,-105.0506253
88,88,136813,136813,0,0,,0,0,0.000416612,1.06122E-08,39.70669809,-105.0510883
89,89,136166,136166,0,0,,0,0,0.000460257,1.2877E-08,39.70639387,-105.0511025
90,90,143269,143269,0,0,,0,0,0.000445525,1.12866E-08,39.71009678,-105.051104
91,91,142110,142110,0,0,,0,0,0.000468576,1.13716E-08,39.70939425,-105.0512372
92,92,141574,141574,0,0,,0,0,0.000507607,1.4619E-08,39.70917536,-105.0528567
93,93,140013,140013,0,0,,0,0,0.000403426,9.67683E-09,39.70844967,-105.0518443
94,94,143466,143466,20,15,,16.8,16.72,0.000500111,1.48766E-08,39.71016709,-105.0506117
95,95,140157,140157,44,50,,48.4,48.16,0.000492399,1.30314E-08,39.708466,-105.0504776
96,96,139367,139367,50,70,,58.8,61.52,0.00043333,1.03568E-08,39.70812259,-105.0499968
97,97,149573,149573,0,0,,0,0,0.000485355,1.20225E-08,39.71372494,-105.0461111
98,98,157735,157735,44,99,,48.4,67.76,0.000393552,7.87088E-09,39.71904677,-105.046395
99,99,159218,159218,20,5,,16.8,12.72,0.000474852,1.21856E-08,39.71992424,-105.0489295
100,100,158091,158091,70,99,,81.6,86.24,0.000567743,1.96681E-08,39.71923108,-105.0489002
101,101,159054,159054,0,0,,0,0,0.00057998,1.40642E-08,39.71983125,-105.0482795
102,102,137956,137956,0,0,,0,0,0.000580865,1.64555E-08,39.7072478,-105.0497351
103,103,143991,143991,0,0,,0,0,0.000475042,1.14636E-08,39.710466,-105.0511043
104,104,142115,142115,0,0,,0,0,0.000428683,1.01859E-08,39.70940077,-105.0517563
105,105,140980,140980,44,95,,72,75.6,0.000565094,1.40462E-08,39.70891186,-105.0529068
106,106,140813,140813,44,90,,48.4,64.16,0.000398117,8.62595E-09,39.70882994,-105.0517443
107,107,141642,141642,0,0,,0,0,0.000301363,5.56879E-09,39.70921892,-105.0517977
108,108,140113,140113,20,0,,16.8,10.72,0.00039202,9.59604E-09,39.70846421,-105.0511078
109,109,144423,144423,0,0,,0,0,0.00074783,2.43649E-08,39.71072797,-105.0505204
110,110,142578,142578,20,2,,16.8,11.52,0.000385619,9.28507E-09,39.70975446,-105.0506365
111,111,142655,142655,60,70,,68.4,67.36,0.000445625,1.03998E-08,39.70977256,-105.0502635
112,112,142668,142668,70,70,,81.6,74.64,0.000469389,1.20041E-08,39.7097762,-105.0500896
113,113,140491,140491,20,30,,16.8,22.72,0.000476367,1.1893E-08,39.70863436,-105.0504717
114,114,141825,141825,20,45,,23.2,31.28,0.000514081,1.44348E-08,39.7092715,-105.050486
115,115,140911,140911,50,65,,58.8,59.52,0.000491059,1.42367E-08,39.70885562,-105.0499787
116,116,151041,151041,0,0,,0,0,0.000438057,1.16419E-08,39.71448703,-105.0466377
117,117,142123,142123,0,0,,0,0,0.000427675,8.80073E-09,39.70940824,-105.0529185
118,118,157554,157554,50,99,,48.4,68.96,0.000409089,7.97371E-09,39.71894164,-105.0465713
119,119,157986,157986,0,0,,0,0,0.000517587,1.45437E-08,39.71919854,-105.0517942
120,120,158976,158976,0,0,,0,0,0.000536284,1.44351E-08,39.71977589,-105.0501095
121,121,158739,158739,0,0,,0,0,0.000471664,1.34391E-08,39.7196378,-105.050103
122,122,156824,156824,44,65,,7.4,37.76,0.000551257,1.65103E-08,39.7184254,-105.0496609
123,123,159761,159761,0,0,,0,0,0.000519212,1.55236E-08,39.72022791,-105.0489107
124,124,159050,159050,0,0,,0,0,0.000436108,1.18656E-08,39.71980756,-105.0477884
125,125,157051,157051,20,0,,2,4.8,0.000428341,1.13657E-08,39.71862927,-105.0478021
126,126,156910,156910,0,0,,0,0,0.00067232,2.2222E-08,39.71843697,-105.0478625
127,127,156746,156746,0,0,,0,0,0.000477755,1.4252E-08,39.71836355,-105.047672
128,128,156317,156317,0,0,,0,0,0.00045882,1.08029E-08,39.71802134,-105.0515597
129,129,156100,156100,0,0,,0,0,0.000473704,1.25741E-08,39.71788669,-105.0515457
130,130,156306,156306,0,0,,0,0,0.000376658,8.86379E-09,39.71801581,-105.050888
131,131,156371,156371,0,0,,0,0,0.000437885,1.19042E-08,39.71802528,-105.0503314
132,132,156291,156291,0,0,,0,0,0.000550308,1.60947E-08,39.71800116,-105.0472483
133,133,156293,156293,0,0,,0,0,0.000535126,1.18351E-08,39.71798346,-105.046636
134,134,159612,159612,0,0,,0,0,0.000506487,1.21213E-08,39.72003236,-105.0205946
135,135,162645,162645,0,0,,0,0,0.000583701,1.59329E-08,39.72185024,-105.0296953
136,136,163366,163366,0,0,,0,0,0.000436342,9.44499E-09,39.72222596,-105.0290989
137,137,162882,162882,0,0,,0,0,0.000488276,1.23435E-08,39.72193544,-105.0260714
138,138,163436,163436,20,10,,23.2,17.28,0.000385604,8.08775E-09,39.72225768,-105.0260715
139,139,159842,159842,20,2,,30,16.8,0.000589446,1.62215E-08,39.72020616,-105.0297184
140,140,159335,159335,20,0,,16.8,10.72,0.000459853,8.97303E-09,39.71993775,-105.0295067
141,141,159355,159355,0,0,,0,0,0.000576021,1.59113E-08,39.71994281,-105.0290682
142,142,159584,159584,20,0,,16.8,10.72,0.000627106,1.92644E-08,39.72007192,-105.0291183
143,143,160080,160080,20,1,,30,16.4,0.000709109,1.78198E-08,39.72036583,-105.0291266
144,144,160289,160289,20,2,,23.2,14.08,0.000552835,1.28722E-08,39.72049692,-105.0290807
145,145,160538,160538,20,5,,23.2,15.28,0.000503699,1.16281E-08,39.72062962,-105.0290912
146,146,161180,161180,20,25,,33.6,27.44,0.000449401,9.51379E-09,39.72097544,-105.029079
147,147,161424,161424,50,65,,60,60,0.000450196,1.22118E-08,39.72111695,-105.0305026
148,148,159311,159311,0,0,,0,0,0.000545892,1.52795E-08,39.71992504,-105.028517
149,149,160525,160525,0,0,,0,0,0.000739073,2.48379E-08,39.72061411,-105.0284504
150,150,160786,160786,0,0,,0,0,0.000756841,2.5443E-08,39.72074991,-105.0284515
151,151,161449,161449,20,5,,28,17.2,0.000715188,2.41054E-08,39.72112214,-105.0284603
152,152,157671,157671,0,0,,0,0,0.000576398,1.57982E-08,39.71895031,-105.0315534
153,153,161986,161986,0,0,,0,0,0.00069301,1.32589E-08,39.72152308,-105.0315611
154,154,157513,157513,20,10,,16.8,14.72,0.000472576,1.12772E-08,39.71887784,-105.0358492
155,155,154900,154900,20,1,,16.8,11.12,0.000547289,1.14537E-08,39.71704433,-105.0327923
156,156,155877,155877,20,10,,2.8,9.12,0.000521184,1.17135E-08,39.71767997,-105.0321822
157,157,159415,159415,20,5,,16.8,12.72,0.000694716,2.05053E-08,39.71997994,-105.031004
158,158,158734,158734,0,0,,0,0,0.000520227,1.29368E-08,39.71957983,-105.0309253
159,159,156976,156976,0,0,,0,0,0.000604427,1.32711E-08,39.71848894,-105.0309571
160,160,157432,157432,20,35,,6.4,20.56,0.000504848,1.40608E-08,39.71880431,-105.0317437
161,161,157862,157862,0,0,,0,0,0.00058348,1.44352E-08,39.71906605,-105.0315597
162,162,158343,158343,20,15,,23.2,19.28,0.000418181,8.00943E-09,39.71932517,-105.0316698
163,163,159295,159295,20,5,,30,18,0.000639642,1.88001E-08,39.71992392,-105.0315856
164,164,159818,159818,20,15,,4.4,11.76,0.000792166,2.34189E-08,39.72013024,-105.0315618
165,165,160234,160234,20,35,,6.4,20.56,0.001057228,3.07893E-08,39.72040478,-105.0315626
166,166,161489,161489,20,2,,16.8,11.52,0.000659873,1.64501E-08,39.72116242,-105.0321893
167,167,160406,160406,70,90,,87.8,85.12,0.000482916,1.15828E-08,39.72057388,-105.0322364
168,168,159845,159845,50,60,,13,39.2,0.000497211,1.38546E-08,39.72021554,-105.0321992
169,169,158790,158790,44,50,,11,33.2,0.000417005,8.7337E-09,39.71958227,-105.0319365
170,170,158743,158743,20,45,,6.4,24.56,0.000515582,1.11792E-08,39.71958059,-105.0322162
171,171,158070,158070,20,25,,4.4,15.76,0.000440265,9.55405E-09,39.71917994,-105.0321967
172,172,157824,157824,20,25,,4.4,15.76,0.000505879,1.1748E-08,39.71904492,-105.0321929
173,173,157457,157457,20,25,,4.4,15.76,0.000620697,1.67702E-08,39.7188333,-105.0321881
174,174,157030,157030,20,40,,8,23.2,0.000680049,1.68848E-08,39.71854527,-105.0321866
175,175,156899,156899,20,40,,33.6,33.44,0.00062235,1.96743E-08,39.71835951,-105.0333391
176,176,158518,158518,44,50,,60,52.8,0.000497837,1.13991E-08,39.71942334,-105.0327725
177,177,160248,160248,20,20,,31.2,24.48,0.000482896,1.34809E-08,39.72047364,-105.0334273
178,178,160026,160026,44,60,,75.2,62.88,0.000470091,9.78873E-09,39.72036179,-105.0329443
179,179,160237,160237,20,30,,4.4,17.76,0.000656285,2.17331E-08,39.7204797,-105.0328216
180,180,160764,160764,20,15,,2.8,11.12,0.00041323,9.4939E-09,39.72076189,-105.0327627
181,181,161271,161271,0,0,,0,0,0.000656989,2.17595E-08,39.72102818,-105.0328243
182,182,161428,161428,0,0,,0,0,0.000573846,1.42548E-08,39.72113537,-105.0339747
183,183,160994,160994,0,0,,0,0,0.000577169,1.77705E-08,39.72087831,-105.0346402
184,184,159509,159509,20,40,,6.4,22.56,0.000337679,5.93478E-09,39.72007237,-105.0346447
185,185,157727,157727,20,5,,16.8,12.72,0.000562281,1.38239E-08,39.7189738,-105.0339857
186,186,157443,157443,20,1,,2,5.2,0.000519386,1.19375E-08,39.71883911,-105.0339785
187,187,157217,157217,20,2,,16.8,11.52,0.000709394,1.79121E-08,39.71873213,-105.034014
188,188,157099,157099,20,10,,2.8,9.12,0.000451414,9.2697E-09,39.71863161,-105.0339752
189,189,157582,157582,20,25,,31.2,26.48,0.000438622,9.00031E-09,39.71891926,-105.0346585
190,190,157288,157288,20,5,,28,17.2,0.000550036,1.41753E-08,39.71877446,-105.0346376
191,191,157094,157094,20,10,,2.8,9.12,0.000439109,9.76786E-09,39.71862741,-105.0346482
192,192,156958,156958,20,10,,2.8,9.12,0.000507388,1.60892E-08,39.71846344,-105.0351652
193,193,157086,157086,20,2,,16.8,11.52,0.000650343,1.64056E-08,39.71861775,-105.0358168
194,194,157204,157204,20,5,,2,6.8,0.000512581,1.20958E-08,39.71872891,-105.0358374
195,195,157791,157791,20,10,,2.8,9.12,0.00053096,1.35803E-08,39.71904166,-105.0358272
196,196,159917,159917,20,25,,2.8,15.12,0.00055307,1.55056E-08,39.72026165,-105.0357991
197,197,160068,160068,44,50,,58.8,52.32,0.000413278,6.71857E-09,39.72039636,-105.03537
198,198,160953,160953,0,0,,0,0,0.000423132,9.91551E-09,39.72088878,-105.0356457
199,199,156954,156954,20,0,,2,4.8,0.000418808,1.04412E-08,39.71847,-105.0370264
200,200,157092,157092,20,5,,2,6.8,0.000455239,9.77437E-09,39.71863711,-105.0370398
201,201,157245,157245,20,5,,16.8,12.72,0.000376964,8.86907E-09,39.71874945,-105.0370461
202,202,157532,157532,20,10,,2.8,9.12,0.00038067,9.04592E-09,39.71888616,-105.0370467
203,203,157774,157774,20,30,,2.8,17.12,0.000528292,1.45126E-08,39.71901984,-105.0370302
204,204,157992,157992,44,45,,7.4,29.76,0.00048296,1.02274E-08,39.71915624,-105.0370374
205,205,157555,157555,20,10,,30,20,0.000538352,1.31208E-08,39.71889758,-105.0364042
206,206,158043,158043,20,30,,31.2,28.48,0.000662404,1.8594E-08,39.71917419,-105.0364204
207,207,158302,158302,44,55,,9.4,34.56,0.000529544,1.43281E-08,39.71932027,-105.0370464
208,208,159781,159781,20,25,,2.8,15.12,0.000377484,8.64511E-09,39.72019593,-105.0363816
209,209,160211,160211,0,0,,0,0,0.000457079,1.22044E-08,39.72047938,-105.0364002
210,210,160874,160874,0,0,,0,0,0.000512727,1.23868E-08,39.72083205,-105.0375829
211,211,160006,160006,20,15,,2.8,11.12,0.000484117,1.36595E-08,39.72032932,-105.0375815
212,212,159795,159795,20,20,,2.8,13.12,0.000542125,1.56489E-08,39.72019778,-105.037609
213,213,158530,158530,44,55,,56.4,53.36,0.000424386,1.04524E-08,39.71943522,-105.0375678
214,214,157778,157778,34,45,,7.4,27.76,0.000469186,9.82916E-09,39.71904713,-105.037586
215,215,157495,157495,20,20,,23.2,21.28,0.000531732,1.22661E-08,39.71887497,-105.0375835
216,216,157074,157074,20,5,,2,6.8,0.000572583,1.55511E-08,39.71861515,-105.0375834
217,217,156728,156728,0,0,,0,0,0.000694367,2.15005E-08,39.71832907,-105.0376397
218,218,154161,154161,0,0,,0,0,0.000586581,1.48809E-08,39.71639114,-105.0327822
219,219,155934,155934,0,0,,0,0,0.000513682,1.23906E-08,39.71772,-105.0363803
220,220,156055,156055,0,0,,0,0,0.00050368,1.28923E-08,39.71781434,-105.0363812
221,221,155122,155122,0,0,,0,0,0.000423766,9.3354E-09,39.71717427,-105.0351561
222,222,155236,155236,20,0,,0,4,0.000555187,1.21907E-08,39.71725616,-105.0351965
223,223,155424,155424,20,0,,0,4,0.000502742,1.26934E-08,39.71735542,-105.0351886
224,224,155695,155695,0,0,,0,0,0.000478805,1.20756E-08,39.717529,-105.0351775
225,225,155235,155235,0,0,,0,0,0.000533619,1.28101E-08,39.71724936,-105.0358255
226,226,155932,155932,20,1,,2,5.2,0.00042304,9.86262E-09,39.71772071,-105.0358111
227,227,155937,155937,20,0,,16.8,10.72,0.000369267,8.43125E-09,39.71771205,-105.0345547
228,228,155569,155569,20,0,,2,4.8,0.000469574,1.1428E-08,39.71744559,-105.0346604
229,229,155225,155225,0,0,,0,0,0.000473061,1.18596E-08,39.71723581,-105.0346676
230,230,156124,156124,20,10,,23.2,17.28,0.000446879,1.05305E-08,39.7178323,-105.0342144
231,231,155946,155946,20,10,,23.2,17.28,0.000413617,8.52821E-09,39.71772432,-105.0339516
232,232,155567,155567,20,0,,2,4.8,0.000444852,1.08681E-08,39.71743815,-105.0339732
233,233,155340,155340,0,0,,0,0,0.000523136,1.37795E-08,39.71730169,-105.0339818
234,234,155764,155764,20,20,,23.2,21.28,0.000631167,1.69706E-08,39.71757131,-105.033375
235,235,155948,155948,20,20,,31.2,24.48,0.000466609,1.13411E-08,39.71772051,-105.0333935
236,236,155472,155472,20,10,,2.8,9.12,0.000504541,1.14783E-08,39.71738427,-105.0327494
237,237,155091,155091,20,1,,16.8,11.12,0.000367594,7.86985E-09,39.71714923,-105.0327482
238,238,154511,154511,20,0,,0,4,0.000477869,1.35559E-08,39.71674059,-105.0327458
239,239,154665,154665,0,0,,0,0,0.000543038,1.38616E-08,39.71688029,-105.0321909
240,240,155125,155125,20,2,,2,5.6,0.000400749,8.65342E-09,39.71716402,-105.0322155
241,241,155557,155557,20,15,,23.2,19.28,0.000429346,9.08148E-09,39.71743404,-105.032211
242,242,156019,156019,20,15,,2.8,11.12,0.000468968,8.70425E-09,39.71777624,-105.0322024
243,243,156039,156039,20,1,,23.2,13.68,0.000547479,1.42418E-08,39.71777626,-105.0315484
244,244,156400,156400,20,1,,28,15.6,0.000610978,1.70237E-08,39.71798174,-105.0315098
245,245,155155,155155,0,0,,0,0,0.000447742,1.06942E-08,39.71718439,-105.0315236
246,246,154902,154902,0,0,,0,0,0.000457467,1.21153E-08,39.71702587,-105.0315135
247,247,157091,157091,0,0,,0,0,0.000487663,1.05455E-08,39.71861427,-105.0309653
248,248,159390,159390,0,0,,0,0,0.000429507,1.05481E-08,39.71996024,-105.0307728
249,249,171188,171188,50,65,,27,46.8,0.000526084,8.4403E-09,39.72588653,-105.0162944
250,250,171188,171188,70,65,,27,50.8,0.003869248,2.08856E-07,39.72615711,-105.0165052
251,251,172934,172934,44,65,,6.6,37.44,0.000823306,2.04378E-08,39.72698085,-105.0164924
252,252,172934,172934,44,65,,6.6,37.44,0.001373851,1.16743E-07,39.72717512,-105.0164922
253,253,172328,172328,70,65,,11.4,44.56,0.000718134,2.60118E-08,39.72694754,-105.0176722
254,254,171634,171634,44,65,,6.6,37.44,0.001140336,5.58322E-08,39.72671689,-105.0182895
255,255,172649,172649,70,65,,9.6,43.84,0.001712921,1.28728E-07,39.72700737,-105.018403
256,256,173031,173031,70,65,,11.4,44.56,0.001740251,1.32729E-07,39.72722154,-105.0190836
257,257,172685,172685,70,65,,12.6,45.04,0.002038317,2.44404E-07,39.72696398,-105.0195199
258,258,170635,170635,70,65,,11.4,44.56,0.000698159,1.87365E-08,39.72636229,-105.0200893
259,259,173026,173026,70,65,,12.6,45.04,0.002096525,1.99911E-07,39.72718868,-105.0201968
260,260,173008,173008,70,65,,13.8,45.52,0.001042863,5.37672E-08,39.72733792,-105.0206333
261,261,173041,173041,70,65,,9.6,43.84,0.000893381,3.05289E-08,39.72726977,-105.018339
262,262,173041,173041,70,65,,9.6,43.84,0.000990464,3.22243E-08,39.72736464,-105.0184129
263,263,176525,176525,0,0,,0,0,0.001126106,5.80278E-08,39.72905336,-105.0225426
264,264,175273,175273,70,65,,28.2,51.28,0.001807964,1.89471E-07,39.72843466,-105.020986
265,265,175273,175273,70,65,,28.2,51.28,0.003868952,3.30083E-07,39.72809803,-105.0209946
266,266,175273,175273,70,65,,28.2,51.28,0.001829232,1.60042E-07,39.72782546,-105.0209856
267,267,175273,175273,70,65,,28.2,51.28,0.001272344,8.12667E-08,39.72823063,-105.0214873
268,268,176616,176616,70,65,,11.4,44.56,0.000975135,5.7449E-08,39.7291289,-105.0201692
269,269,176616,176616,70,65,,11.4,44.56,0.001017138,4.96517E-08,39.72896235,-105.0201531
270,270,176616,176616,70,65,,11.4,44.56,0.000764679,2.29128E-08,39.72885573,-105.0201946
271,271,177294,177294,70,65,,11.4,44.56,0.000709988,3.02677E-08,39.72954164,-105.0208083
272,272,177551,177551,70,65,,9.6,43.84,0.001291508,9.48697E-08,39.72965942,-105.0204734
273,273,177429,177429,50,65,,6.6,38.64,0.000899386,4.81594E-08,39.72957113,-105.0211631
274,274,177201,177201,50,65,,6.6,38.64,0.000588733,1.95426E-08,39.72951388,-105.0214845
275,275,177546,177546,0,0,,0,0,0.000449942,8.77191E-09,39.72972695,-105.0230028
276,276,173882,173882,0,0,,0,0,0.001066333,4.34995E-08,39.72784625,-105.0256663
277,277,175223,175223,0,15,,0,6,0.000438688,1.03505E-08,39.72854216,-105.0254864
278,278,175223,175223,0,15,,0,6,0.000786177,3.0403E-08,39.72849991,-105.0256686
279,279,175764,175764,60,75,,16,48.4,0.000671734,1.66679E-08,39.72874437,-105.0257099
280,280,176170,176170,44,50,,11,33.2,0.000586252,1.25634E-08,39.72899448,-105.0253916
281,281,173031,173031,70,65,,11.4,44.56,0.001165931,7.14333E-08,39.72684945,-105.0191072
282,282,171273,171273,70,65,,,,0.000472768,1.13346E-08,39.72663486,-105.0203071
283,283,170930,170930,70,65,,,,0.000343795,7.23258E-09,39.72647873,-105.0203502
284,284,171772,171772,44,65,,,,0.001678734,9.64689E-08,39.7267734,-105.0165436
285,285,171877,171877,44,65,,,,0.000228438,2.42887E-09,39.72686937,-105.0168025
286,286,171262,171262,70,65,,,,0.000520286,1.16521E-08,39.72662857,-105.0201115
287,287,177831,177831,0,35,,0,14,0.000398845,9.6597E-09,39.72989589,-105.0220478
288,288,177897,177897,0,25,,0,10,0.000147849,1.30906E-09,39.7299711,-105.0222034
